,preco,vendido,idade_do_modelo,km_por_ano
2687,43214.75,1,7,22292.57768
2688,36522.26,1,20,11614.60678
2689,35267.69,1,15,18343.25732
2690,62521.72,0,16,36800.77778
2691,92953.93,0,9,32431.41968
2692,72125.11,0,16,35510.0871
2693,67635.49,0,11,29975.56684
2694,108868.07,1,7,28752.46844
2695,57875.07,1,9,16609.99814
2696,73783.74,0,13,19769.13256
2697,60079.33,0,12,21922.42948
2698,79712.11,1,11,17009.11446
2699,85050.25,0,13,15806.93748
2700,75653.63,0,6,26452.72158
2701,113662.56,0,18,27701.56942
2702,88911.0,1,20,15333.79152
2703,93977.48,0,11,29764.7433
2704,98801.36,0,16,33273.1045
2705,30933.89,1,12,16460.32952
2706,78066.34,0,19,15924.4193
2707,59906.88,1,11,38633.81604
2708,62361.2,0,18,16956.00624
2709,76713.55,0,16,14991.0021
2710,94452.47,0,20,22517.88528
2711,36371.45,1,12,20353.32298
2712,85020.98,0,7,33186.20014
2713,51608.14,1,20,31853.66662
2714,61521.62,1,10,20140.8901
2715,26627.12,1,17,28308.2906
2716,70520.93,0,14,46477.739199999996
2717,46650.77,1,4,17273.04622
2718,86727.38,0,15,34974.17688
2719,90840.15,1,18,13013.12324
2720,76551.54,0,10,37270.70506
2721,74549.18,0,11,26779.4176
2722,100716.85,0,16,11255.72396
2723,23301.53,1,16,32238.29888
2724,60180.35,0,12,10954.77738
2725,19346.96,1,11,20808.7662
2726,19636.42,1,18,19101.25646
2727,89632.24,0,11,11844.7424
2728,104662.27,1,7,19923.6292
2729,62351.38,1,16,16539.18718
2730,97929.91,0,5,12385.48064
2731,58290.66,1,18,12754.0195
2732,38546.2,1,5,32793.52118
2733,70641.02,1,16,20834.51564
2734,61244.1,0,15,32481.30922
2735,32246.68,1,18,16416.87734
2736,30752.2,1,9,28466.00592
2737,38156.65,1,4,20420.91526
2738,42121.53,1,13,14680.39948
2739,41018.91,1,14,23906.7457
2740,34335.38,1,7,17084.75344
2741,87755.58,0,16,16492.51632
2742,70330.49,0,12,25372.85444
2743,45419.71,1,5,15179.29488
2744,39437.61,1,11,15333.79152
2745,91128.37,0,19,22622.49238
2746,89756.59,0,17,36934.353
2747,41426.11,1,20,20857.0464
2748,97281.91,1,10,15227.57508
2749,57760.91,1,18,27901.12758
2750,30551.07,1,14,17548.24336
2751,61278.4,0,19,29080.7738
2752,76491.69,1,7,21359.16048
2753,92790.02,0,3,24302.64334
2754,35505.92,1,18,22513.05726
2755,41967.13,1,20,16661.49702
2756,65197.51,0,10,42642.68198
2757,54203.34,1,10,12712.17666
2758,47802.61,1,15,23712.01556
2759,42454.28,1,16,25651.27026
2760,29815.96,1,7,21664.93508
2761,56689.71,0,11,24021.00884
2762,28841.19,1,10,25591.72468
2763,77624.3,0,14,27022.42794
2764,78166.42,1,13,23105.29438
2765,8510.75,1,18,17874.93938
2766,72458.8,0,17,16835.30574
2767,38755.39,1,14,23139.09052
2768,89598.67,1,15,12852.18924
2769,45034.5,1,12,15765.09464
2770,110770.93,0,2,20306.65212
2771,69432.38,0,5,16928.64746
2772,61257.89,0,13,23456.1305
2773,92084.2,0,18,17314.88906
2774,91994.78,1,20,18166.22992
2775,35527.6,1,20,18681.21872
2776,35923.73,1,16,19215.5196
2777,76536.87,1,9,22928.26698
2778,62952.55,1,16,22720.66212
2779,71870.29,0,16,32122.4264
2780,32239.07,1,17,24202.86426
2781,76327.8,0,18,19675.79084
2782,55399.23,1,10,12974.49908
2783,104235.13,1,10,18214.51012
2784,54581.33,1,15,28317.94664
2785,75019.46,0,16,20185.95162
2786,85949.61,0,15,25145.9375
2787,42186.37,1,12,13513.62798
2788,76551.32,0,14,17829.87786
2789,75186.48,0,14,37404.28028
2790,93402.97,0,18,16259.16202
2791,66059.65,0,20,16188.351059999999
2792,107867.46,0,10,15507.60024
2793,64310.36,0,5,19452.09258
2794,89792.69,0,20,23285.54046
2795,35536.78,1,8,23673.3914
2796,29891.08,1,18,24833.72554
2797,22929.28,1,19,10645.7841
2798,76632.79,0,12,17553.07138
2799,57133.2,1,13,18537.98746
2800,62042.48,1,19,21169.25836
2801,77237.23,0,13,29996.48826
2802,39116.82,1,19,29586.10656
2803,18549.25,1,16,18565.34624
2804,43348.77,1,18,25643.22356
2805,72149.13,0,11,22878.37744
2806,96437.18,0,15,39012.01094
2807,86267.24,0,14,26838.96318
2808,35785.45,1,16,20594.72398
2809,39265.48,1,10,27687.08536
2810,102316.62,1,11,29557.13844
2811,71261.65,0,15,27308.89046
2812,69013.7,1,13,22459.94904
2813,31212.02,1,18,19477.84202
2814,101026.55,0,6,19057.80428
2815,72880.23,1,15,12216.49994
2816,106292.76,0,9,14194.3788
2817,67692.65,1,18,12169.82908
2818,34993.88,1,20,20208.48238
2819,11627.5,1,17,22974.93784
2820,106275.82,1,20,14813.9747
2821,106590.98,0,17,26436.62818
2822,102929.47,0,2,30448.7128
2823,47844.01,1,5,18919.40104
2824,88566.31,0,18,15913.15392
2825,48608.58,0,4,16083.74396
2826,49186.56,1,15,27022.42794
2827,84518.74,0,20,17313.27972
2828,77527.54,0,19,35683.89582
2829,31479.94,1,11,17245.68744
2830,105945.01,0,7,21590.90544
2831,41407.0,0,14,6237.80184
2832,60163.52,0,9,27598.57166
2833,59327.55,1,13,22109.11292
2834,99599.87,0,18,48399.29116
2835,29028.7,1,16,18703.74948
2836,32650.28,1,20,10652.22146
2837,83562.91,0,14,29516.90494
2838,44494.24,1,6,29924.06796
2839,49773.3,0,20,21412.2687
2840,45464.93,1,17,21804.94766
2841,76391.29,1,11,19812.58474
2842,28025.78,1,10,35817.47104
2843,46395.69,1,19,22632.14842
2844,92784.74,0,5,39824.72764
2845,37963.4,1,20,28010.5627
2846,84682.49,0,14,28454.74054
2847,56382.03,0,18,18708.5775
2848,25187.74,1,20,31304.88168
2849,23711.93,1,18,19410.24974
2850,28406.22,1,20,28609.23718
2851,39049.68,1,15,15269.41792
2852,48010.56,0,8,12115.11152
2853,54304.01,1,12,15330.57284
2854,81747.69,0,6,31024.85652
2855,74647.78,0,8,31861.71332
2856,73267.71,0,20,16756.44808
2857,72137.1,1,16,11062.60316
2858,52436.45,1,16,30447.10346
2859,65083.74,0,11,27458.55908
2860,101234.54,1,19,18874.33952
2861,75198.84,0,18,36731.57616
2862,66987.49,0,17,17606.1796
2863,101602.21,1,4,25517.69504
2864,117082.71,1,7,22006.11516
2865,79364.6,0,17,11360.33106
2866,85775.65,0,12,32404.0609
2867,76326.47,1,20,19030.4455
2868,118225.56,1,11,17459.72966
2869,60032.52,1,16,17767.1136
2870,69106.79,0,14,22942.75104
2871,19421.32,1,20,21635.96696
2872,34260.63,1,18,20752.4393
2873,15596.14,1,16,16561.71794
2874,30877.5,1,16,22239.46946
2875,41163.34,1,9,22265.2189
2876,91252.46,1,5,21054.99522
2877,31260.49,1,18,23573.61232
2878,89656.68,0,15,25969.91958
2879,101274.29,0,15,27283.14102
2880,40874.42,0,6,23148.74656
2881,84736.32,0,13,10021.36018
2882,56030.11,0,11,30319.9656
2883,73977.06,1,13,21405.83134
2884,107414.65,1,9,24035.4929
2885,90979.56,1,17,23190.5894
2886,79012.54,1,20,11336.19096
2887,33624.56,1,11,22146.12774
2888,80042.69,0,18,31271.08554
2889,91863.15,0,17,23625.1112
2890,100193.51,1,11,34565.40452
2891,44382.16,1,12,24302.64334
2892,107464.79,1,13,21859.66522
2893,89934.9,0,13,18766.51374
2894,112234.62,1,20,22154.17444
2895,19057.62,1,15,30046.3778
2896,41603.36,1,16,17395.35606
2897,49421.8,1,9,23361.17944
2898,23647.93,1,17,33767.17188
2899,61100.15,0,19,31172.9158
2900,78906.58,0,12,13384.88078
2901,35736.55,1,9,27397.40416
2902,66442.74,1,16,19635.55734
2903,47063.92,1,17,32582.69764
2904,4508.13,1,19,36504.65922
2905,98973.22,0,8,12295.3576
2906,30412.59,1,19,24206.08294
2907,70286.29,0,19,21124.19684
2908,76349.54,0,14,23044.13946
2909,93011.77,1,15,14915.36312
2910,52856.1,1,6,14353.70346
2911,36833.85,1,4,8207.634
2912,19826.98,1,17,14913.75378
2913,42999.56,1,10,20639.785499999998
2914,95005.12,1,14,26061.65196
2915,52065.91,1,17,18340.03864
2916,97856.09,0,15,18943.54114
2917,11390.07,1,19,20783.01676
2918,97445.61,0,20,19553.481
2919,21369.3,1,17,39555.96786
2920,10976.19,1,18,29096.8672
2921,54418.1,0,14,16526.31246
2922,99999.08,0,11,27870.55012
2923,99317.31,0,18,19131.83392
2924,106655.93,1,13,24592.32454
2925,42615.89,0,18,32949.62716
2926,71655.57,0,20,12551.24266
2927,32681.55,1,18,21740.57406
2928,41958.92,0,13,17401.793419999998
2929,83090.53,0,17,28602.79982
2930,99907.64,0,15,20383.90044
2931,95571.21,0,3,25120.18806
2932,63667.43,0,20,26422.14412
2933,80837.54,0,14,20337.22958
2934,38504.93,1,10,25366.41708
2935,26946.66,1,19,22849.40932
2936,94899.88,1,20,17504.79118
2937,39531.06,1,17,29560.35712
2938,63733.92,0,7,21246.50668
2939,16948.77,1,20,20070.07914
2940,71077.02,0,12,16910.94472
2941,111256.45,1,15,27901.12758
2942,66531.56,1,17,15893.84184
2943,69443.55,0,8,19725.68038
2944,103390.62,1,8,20840.953
2945,53216.6,1,19,24890.05244
2946,90046.41,0,20,23695.92216
2947,75577.05,0,18,30183.1717
2948,69533.64,1,19,16647.01296
2949,60431.74,1,9,19585.6678
2950,88875.3,0,20,12929.43756
2951,14487.83,1,20,30418.13534
2952,15630.26,1,19,18233.8222
2953,98018.33,0,19,19458.52994
2954,47842.34,1,18,21896.68004
2955,39098.15,1,12,17327.76378
2956,48568.52,1,6,24230.22304
2957,19790.72,1,19,23488.3173
2958,67991.41,0,19,25520.91372
2959,66021.62,0,5,34956.47414
2960,39184.57,1,9,25298.8248
2961,39360.29,1,10,15415.86786
2962,66721.03,0,11,17010.7238
2963,53177.6,1,19,26393.176
2964,80224.28,0,4,21901.50806
2965,76621.51,1,16,8951.14908
2966,86185.08,0,20,13174.05724
2967,13511.07,1,20,19608.19856
2968,76476.75,0,10,26307.880979999998
2969,78335.47,0,5,15365.97832
2970,48025.37,1,12,31320.97508
2971,71351.25,0,12,19868.91164
2972,34622.48,1,15,16732.30798
2973,61584.05,0,18,16169.03898
2974,100177.13,1,9,12129.59558
2975,71528.69,0,18,30094.658
2976,28641.36,1,14,20540.00642
2977,89415.24,1,19,10478.41274
2978,32509.42,1,18,9467.74722
2979,41144.65,0,19,22010.94318
2980,26475.65,1,20,27260.61026
2981,54677.2,0,14,27186.58062
2982,45019.34,0,12,17667.33452
2983,53743.66,1,14,19511.63816
2984,92779.73,0,5,21888.63334
2985,59081.19,1,7,22984.59388
2986,27146.97,1,19,36844.22996
2987,74288.47,0,20,41688.34336
2988,25026.99,1,18,14772.13186
2989,101941.82,1,10,19920.41052
2990,62482.94,0,17,13919.18166
2991,84203.37,0,13,27453.73106
2992,8403.91,1,19,20060.4231
2993,45228.4,1,13,25287.55942
2994,76985.74,0,20,13637.54716
2995,103902.65,1,14,16120.75878
2996,21462.43,1,19,13925.61902
2997,29603.86,1,8,34137.32008
2998,107524.92,1,2,44393.6439
2999,64453.67,1,7,21278.693479999998
3000,57971.23,0,16,26198.44586
3001,54269.27,1,19,19897.87976
3002,75167.4,0,13,33358.39952
3003,111501.69,1,18,26951.61698
3004,67758.86,0,20,24922.23924
3005,87464.22,0,8,32798.3492
3006,87782.92,0,15,43262.27788
3007,55939.71,1,10,19122.17788
3008,99715.25,0,17,20256.76258
3009,73929.28,0,20,13769.51304
3010,90222.57,0,14,28017.00006
3011,56814.68,1,18,22047.958
3012,67538.57,1,11,14263.58042
3013,108586.31,1,12,22950.797739999998
3014,103620.98,0,4,20108.7033
3015,39817.39,1,16,12235.81202
3016,28918.24,1,18,24601.98058
3017,28801.63,1,18,30326.40296
3018,49236.24,0,16,16313.87958
3019,95284.05,1,6,17141.08034
3020,48620.65,1,15,21816.21304
3021,57204.05,1,5,20989.01228
3022,69659.25,0,20,16637.35692
3023,44121.01,0,9,23853.63748
3024,33791.03,1,17,11833.47702
3025,77452.37,0,15,26113.15084
3026,40901.27,1,13,35830.34576
3027,50115.54,1,14,20018.58026
3028,74840.67,1,16,15483.46014
3029,83593.28,0,11,32581.0883
3030,87307.82,0,8,28932.71452
3031,58320.53,1,18,19810.9754
3032,8929.71,1,20,24711.4157
3033,86804.89,0,19,25862.0938
3034,62144.08,0,4,12821.61178
3035,26755.45,1,20,33187.809479999996
3036,25284.19,1,19,12977.71776
3037,76919.25,0,10,23243.69762
3038,98873.46,1,8,14213.69088
3039,91072.44,0,8,15720.03312
3040,41388.21,1,20,24362.18892
3041,52601.16,0,19,19180.11412
3042,43441.39,1,7,19897.87976
3043,51509.94,1,8,21064.65126
3044,96877.77,0,11,12725.05138
3045,93774.63,0,20,26739.1841
3046,56784.54,1,12,20390.3378
3047,101999.0,1,18,20271.24664
3048,89408.66,0,11,21943.3509
3049,73212.64,0,19,31819.87048
3050,67420.36,0,11,11241.2399
3051,84899.69,0,17,20969.7002
3052,56822.62,1,18,22822.05054
3053,54438.87,1,5,18150.13652
3054,91770.82,0,17,38994.3082
3055,62280.4,0,18,26663.54512
3056,77938.96,0,17,21217.53856
3057,61179.96,0,12,18658.68796
3058,26518.67,1,20,33379.32094
3059,60169.59,1,2,21706.77792
3060,93061.48,1,19,16737.136
3061,64756.86,1,10,20105.48462
3062,34472.44,1,19,31042.559259999998
3063,102375.5,0,17,34092.25856
3064,82644.28,0,9,29682.66696
3065,89565.99,1,19,19559.91836
3066,99765.27,1,2,17863.674
3067,79809.92,0,17,19170.45808
3068,87422.84,0,18,21944.96024
3069,51997.85,1,6,11783.58748
3070,30063.35,1,10,10224.13702
3071,71265.16,1,11,13996.42998
3072,79941.62,0,16,25620.6928
3073,74339.5,0,17,28449.91252
3074,49719.44,1,19,33126.65456
3075,79032.55,0,18,21232.02262
3076,74766.02,1,18,14195.98814
3077,76033.53,0,4,12230.984
3078,32492.72,1,13,13998.03932
3079,45335.97,1,7,29140.31938
3080,98302.11,0,16,37547.51154
3081,97189.86,0,11,26982.19444
3082,35786.39,1,14,23861.68418
3083,101401.9,1,18,22672.38192
3084,54232.78,0,15,22101.06622
3085,50208.62,1,17,25808.98558
3086,67791.27,1,14,21053.38588
3087,57162.67,0,10,22191.18926
3088,50740.44,1,16,19936.50392
3089,84070.85,0,14,41817.09056
3090,89900.67,0,20,18737.54562
3091,67831.88,1,10,18486.48858
3092,34131.35,1,4,9408.20164
3093,66838.44,0,18,22387.52874
3094,101802.25,0,20,19268.62782
3095,99093.4,0,10,21965.88166
3096,69216.73,1,6,22831.70658
3097,101233.91,1,7,15198.60696
3098,79338.22,1,15,14097.8184
3099,81530.25,0,8,15052.15702
3100,70204.57,0,10,23023.21804
3101,64111.07,0,8,31378.91132
3102,62707.7,0,13,43196.29494
3103,36292.04,1,10,10681.18958
3104,79627.43,1,14,19651.65074
3105,47624.71,1,11,23620.28318
3106,109195.1,0,14,19561.5277
3107,80374.36,1,7,15914.76326
3108,34632.88,1,19,12086.1434
3109,28037.36,1,16,24164.2401
3110,86631.95,0,5,35123.8455
3111,42459.03,0,17,21317.31764
3112,77657.6,0,4,22614.44568
3113,73507.47,0,7,26515.48584
3114,47877.33,1,10,22805.95714
3115,114167.1,1,5,29993.26958
3116,44844.31,1,20,20144.10878
3117,48838.0,1,17,28672.00144
3118,44228.63,1,10,17900.68882
3119,43747.63,1,14,23845.59078
3120,60426.2,0,8,17697.91198
3121,55541.91,1,12,20417.69658
3122,42836.57,1,11,14991.0021
3123,23015.48,1,20,26050.38658
3124,24644.62,1,20,32523.15206
3125,26525.37,1,15,24939.94198
3126,71391.89,0,18,30113.97008
3127,21379.55,1,20,17512.83788
3128,86568.0,0,6,32014.60062
3129,106224.0,0,6,18853.4181
3130,90971.55,0,19,28084.59234
3131,94378.4,0,9,20330.79222
3132,7503.7,1,19,15016.75154
3133,39299.16,1,5,16312.27024
3134,97667.39,0,15,19471.40466
3135,69874.56,0,18,26599.17152
3136,70276.58,1,17,29726.11914
3137,26459.82,1,19,4414.41962
3138,81563.85,1,20,14472.79462
3139,39912.53,1,16,14727.07034
3140,61984.11,0,17,16212.49116
3141,90506.8,0,12,21713.21528
3142,109590.14,0,5,16037.0731
3143,32399.56,1,12,20570.58388
3144,46575.44,1,11,19640.38536
3145,82531.39,0,5,32238.29888
3146,53020.61,1,18,14644.994
3147,112439.19,1,18,35357.1998
3148,49610.52,1,17,25910.374
3149,76823.57,1,19,27563.16618
3150,50906.88,1,17,17536.97798
3151,97117.18,0,13,25981.18496
3152,90441.71,1,13,21368.81652
3153,41580.13,1,5,25018.79964
3154,91909.01,0,13,17031.64522
3155,106149.06,1,15,18904.916979999998
3156,71900.75,0,20,38529.20894
3157,45748.2,1,20,21610.21752
3158,70548.61,0,15,15637.95678
3159,56685.16,1,20,26919.43018
3160,49636.91,1,20,12905.29746
3161,67441.19,0,12,49374.5512
3162,60922.44,0,7,17475.82306
3163,48350.84,1,4,17792.86304
3164,67309.3,1,9,18921.01038
3165,69675.94,0,18,14089.7717
3166,59335.0,1,19,22950.797739999998
3167,31491.33,1,15,22461.55838
3168,58472.91,1,12,20118.35934
3169,98846.3,0,9,31148.7757
3170,20613.37,1,20,13557.08016
3171,12537.81,1,19,17990.81186
3172,81207.89,0,15,28036.312139999998
3173,104946.63,0,16,15605.76998
3174,54457.87,1,14,18280.49306
3175,76467.23,1,19,21529.75052
3176,82774.62,1,20,12538.36794
3177,70511.71,0,12,19638.77602
3178,31929.33,1,13,21706.77792
3179,14874.17,1,17,10834.07688
3180,89341.86,1,9,17411.44946
3181,51186.58,0,15,30941.17084
3182,54240.08,1,6,19043.32022
3183,45150.08,1,16,25092.829279999998
3184,67313.79,0,20,30002.925619999998
3185,94073.18,0,11,26410.87874
3186,18966.29,1,19,21761.49548
3187,76264.42,1,15,11896.24128
3188,94146.42,0,2,35085.22134
3189,47842.13,1,15,41960.32182
3190,91609.54,0,15,28477.2713
3191,56725.54,1,19,43064.32906
3192,36509.81,1,20,17974.71846
3193,82706.76,1,7,17887.8141
3194,116899.19,1,4,11511.60902
3195,111998.27,1,5,24466.79602
3196,90583.46,1,14,18393.14686
3197,91529.25,0,12,24494.1548
3198,22682.27,1,17,13167.61988
3199,65481.66,0,11,13922.40034
3200,97863.74,1,14,20219.74776
3201,92833.77,0,11,45257.85948
3202,57790.87,1,20,13347.86596
3203,70977.91,0,13,12642.97504
3204,112277.88,0,15,13915.96298
3205,62909.59,0,2,26261.21012
3206,48246.46,1,20,30680.45776
3207,65260.61,0,13,23860.07484
3208,83135.84,0,18,24025.83686
3209,59260.03,1,18,34488.1562
3210,24897.54,1,13,16469.98556
3211,42446.97,1,16,16775.76016
3212,92446.37,0,5,16799.90026
3213,19414.08,1,18,19994.44016
3214,86187.68,0,11,19307.25198
3215,40671.85,0,19,32011.38194
3216,38023.68,1,17,19151.146
3217,84685.85,0,7,18164.62058
3218,60573.23,1,10,23897.08966
3219,50590.07,1,12,7538.14856
3220,77272.27,0,20,22274.87494
3221,32549.43,1,16,28697.75088
3222,92275.96,1,20,16312.27024
3223,62007.12,0,14,32537.63612
3224,25560.74,1,20,23110.1224
3225,88938.41,0,11,19172.06742
3226,82993.7,0,20,23946.9792
3227,34007.42,1,18,18621.67314
3228,95725.17,0,13,28258.40106
3229,41420.73,0,20,12219.71862
3230,65857.07,0,10,26764.933539999998
3231,59374.85,1,16,20029.84564
3232,48878.57,1,17,15581.62988
3233,96578.02,0,10,33007.5634
3234,81118.95,0,7,35967.13966
3235,66904.5,0,16,24191.59888
3236,36881.21,1,16,9493.49666
3237,65952.19,0,14,19201.03554
3238,44253.85,0,15,24418.51582
3239,102355.3,1,3,16993.02106
3240,101541.78,1,4,17989.20252
3241,25012.15,1,18,31599.3909
3242,29034.51,1,10,30120.40744
3243,34375.0,1,10,30057.64318
3244,93423.45,0,20,34954.8648
3245,104568.4,0,11,24305.86202
3246,64064.94,0,7,34016.61958
3247,26009.07,1,17,18719.84288
3248,91106.33,0,19,18352.91336
3249,31272.87,1,13,10256.32382
3250,14529.47,1,16,23752.24906
3251,30519.64,1,15,25485.50824
3252,105218.93,1,18,23082.76362
3253,78965.67,0,10,28229.43294
3254,92513.8,1,20,16325.14496
3255,27935.89,1,14,10114.7019
3256,52161.21,0,16,11291.12944
3257,68842.98,0,17,15575.19252
3258,92668.05,1,11,21439.62748
3259,38318.46,1,10,27389.35746
3260,19427.91,1,11,27004.7252
3261,72307.5,1,14,20979.35624
3262,23186.62,1,12,23818.232
3263,69254.64,0,17,19299.20528
3264,55454.72,1,16,22194.40794
3265,79970.22,0,15,10394.72706
3266,87916.31,0,19,13737.32624
3267,97457.01,1,13,22146.12774
3268,34346.6,1,14,34021.4476
3269,72615.39,1,5,16296.17684
3270,88940.58,1,10,22208.892
3271,64301.33,1,17,15665.31556
3272,46546.66,1,14,26425.3628
3273,81347.39,0,7,28651.08002
3274,79513.69,0,10,29129.054
3275,58191.63,1,14,30503.43036
3276,85844.07,0,16,34856.69506
3277,37982.66,1,17,40888.50138
3278,29351.43,1,7,21146.7276
3279,55598.85,1,16,27762.72434
3280,100257.9,1,13,25448.49342
3281,95743.4,1,11,13281.88302
3282,71268.73,0,9,25356.76104
3283,89506.28,0,19,34357.79966
3284,87403.71,0,8,15411.03984
3285,106358.93,0,15,37170.92598
3286,18059.51,1,20,25807.37624
3287,39167.91,1,16,25800.93888
3288,41529.79,1,3,29009.96284
3289,56818.87,1,15,15922.80996
3290,36305.47,1,12,19577.6211
3291,39355.55,1,20,15610.598
3292,61722.08,1,13,19456.9206
3293,23173.44,1,16,12863.45462
3294,79094.74,0,19,35674.239779999996
3295,64523.53,0,18,22424.54356
3296,50094.7,1,13,14736.72638
3297,48162.61,1,6,30651.48964
3298,39016.38,1,14,22723.8808
3299,20569.64,1,12,42724.75832
3300,46188.82,1,15,30019.01902
3301,34816.41,1,17,30915.4214
3302,59461.67,1,10,18536.37812
3303,33842.76,1,8,23192.19874
3304,103549.18,0,12,26888.85272
3305,86168.46,0,20,17644.80376
3306,43454.47,1,12,16906.1167
3307,35312.87,1,13,14319.90732
3308,62310.45,1,18,21301.22424
3309,74217.95,1,16,17662.5065
3310,64086.57,1,17,18463.95782
3311,43982.89,1,20,17585.25818
3312,77967.35,0,17,23002.29662
3313,55668.05,0,15,30150.9849
3314,44030.99,1,17,18161.4019
3315,105044.35,0,16,27186.58062
3316,56015.63,1,8,16761.2761
3317,57066.39,1,6,24527.95094
3318,106832.08,0,19,18404.41224
3319,44236.09,1,9,42987.08074
3320,17090.79,1,18,12744.36346
3321,93249.91,1,18,21352.72312
3322,113020.91,1,10,31245.3361
3323,85437.84,0,17,52063.75834
3324,58099.05,1,13,21178.9144
3325,86079.59,0,9,21475.03296
3326,31829.49,1,17,19146.31798
3327,51401.61,1,16,29486.32748
3328,29253.8,1,13,14963.64332
3329,34847.66,1,14,25427.572
3330,56569.21,0,12,20588.28662
3331,59266.06,1,17,25857.26578
3332,24222.58,1,16,16510.21906
3333,10908.14,1,16,32144.957159999998
3334,68319.45,0,7,40922.29752
3335,49760.83,1,18,25860.48446
3336,49707.66,1,6,15769.92266
3337,107061.89,1,11,24680.83824
3338,70885.94,0,11,22783.42638
3339,100065.27,1,13,15591.28592
3340,37101.38,1,16,17242.46876
3341,34134.12,1,17,22947.57906
3342,65968.19,0,4,18480.05122
3343,67645.25,0,16,37412.32698
3344,86156.0,0,14,17854.01796
3345,58342.79,1,20,41710.87412
3346,48981.07,1,11,14883.17632
3347,51753.1,1,13,20206.87304
3348,43956.36,1,11,20940.73208
3349,31759.6,1,13,23224.38554
3350,39024.01,1,20,19962.25336
3351,46241.36,0,20,20831.29696
3352,52521.62,1,19,22253.95352
3353,25930.42,1,15,18872.73018
3354,95856.47,1,15,18039.09206
3355,101841.57,0,13,22677.20994
3356,105283.02,1,15,17965.06242
3357,57515.25,1,19,15749.00124
3358,76111.58,0,14,14854.2082
3359,24447.09,1,14,19954.20666
3360,102576.21,1,9,17870.11136
3361,80898.03,0,20,16693.68382
3362,80060.0,0,10,10187.1222
3363,72689.34,0,17,26103.4948
3364,110428.33,1,13,16152.94558
3365,114476.75,0,6,19580.83978
3366,71540.02,0,8,29412.29784
3367,12963.65,1,17,30558.14792
3368,47344.69,1,17,24553.70038
3369,79297.91,0,17,13840.324
3370,40082.89,1,6,28464.39658
3371,81311.48,0,11,21227.1946
3372,65658.37,1,18,14596.7138
3373,27343.13,1,13,12390.30866
3374,48000.57,1,17,17598.1329
3375,95924.51,1,8,21980.36572
3376,72407.56,1,15,15784.406719999999
3377,75827.05,0,18,32980.20462
3378,71486.35,0,7,32389.57684
3379,33306.07,1,13,13269.0083
3380,59837.43,0,18,20581.84926
3381,113335.12,0,16,19349.09482
3382,34518.45,1,20,11403.78324
3383,56423.62,1,13,20432.18064
3384,64693.86,0,19,16130.41482
3385,105211.0,1,10,19402.20304
3386,101956.72,0,14,19228.39432
3387,107323.54,1,6,18645.81324
3388,74101.45,1,16,20131.23406
3389,78146.19,0,19,9075.06826
3390,55876.82,1,13,24115.9599
3391,32795.69,1,18,28303.46258
3392,61784.04,0,20,24173.89614
3393,48556.09,1,16,22239.46946
3394,71951.17,0,9,22229.81342
3395,45057.04,1,20,17536.97798
3396,58064.07,1,10,26407.66006
3397,79135.58,0,9,34465.62544
3398,57536.71,1,11,18977.33728
3399,24861.07,1,19,22471.21442
3400,18161.06,1,19,22704.56872
3401,55376.97,1,5,32577.86962
3402,99180.48,0,3,16511.8284
3403,99128.81,0,12,25010.75294
3404,91403.6,0,11,21085.57268
3405,60642.18,0,1,29692.323
3406,90162.17,1,7,15441.6173
3407,85184.33,0,20,35802.98698
3408,73209.89,1,14,12008.89508
3409,43997.43,1,18,27975.15722
3410,53098.77,0,20,40096.7061
3411,66927.05,0,16,24835.33488
3412,18891.57,1,14,22294.18702
3413,62211.71,1,13,39824.72764
3414,68587.14,1,16,23103.68504
3415,21910.68,1,17,22582.25888
3416,111568.03,1,7,21819.43172
3417,90004.17,0,15,27706.39744
3418,68191.14,0,17,22479.26112
3419,82464.01,0,13,29690.71366
3420,15272.61,1,19,22596.74294
3421,51881.97,1,13,25451.7121
3422,14705.93,1,18,37244.95562
3423,59020.02,0,18,25968.31024
3424,53526.87,1,19,15568.75516
3425,62984.5,0,3,17739.75482
3426,52049.24,1,17,18951.58784
3427,109230.21,1,9,21637.5763
3428,31366.3,1,17,11822.21164
3429,111083.69,1,6,31029.68454
3430,39418.61,1,10,24867.52168
3431,71870.03,0,14,33912.01248
3432,63615.91,0,10,34042.36902
3433,82900.74,0,19,29491.1555
3434,103515.31,1,14,26958.05434
3435,86199.56,1,16,21354.33246
3436,38278.43,1,20,22805.95714
3437,60098.61,1,17,14706.14892
3438,34293.18,1,12,22020.59922
3439,55375.14,1,9,23520.5041
3440,73726.26,0,18,21056.60456
3441,69750.6,0,14,35738.61338
3442,67626.93,0,13,24566.5751
3443,76120.47,0,16,31372.47396
3444,69267.69,0,6,17432.37088
3445,30850.84,1,18,21016.37106
3446,40449.76,0,20,42287.01784
3447,112247.94,1,6,20581.84926
3448,65544.13,0,17,22295.79636
3449,39301.06,1,17,21833.91578
3450,46095.54,1,17,21775.97954
3451,30104.53,1,13,38723.93908
3452,74909.09,1,18,17273.04622
3453,52399.25,1,10,23620.28318
3454,37160.1,1,16,15892.2325
3455,90989.91,0,6,30754.487399999998
3456,98694.07,0,13,19555.09034
3457,93334.28,0,14,23031.26474
3458,56964.78,1,7,24170.67746
3459,55769.32,1,14,15335.40086
3460,51337.51,1,12,18468.78584
3461,85409.07,0,12,15407.82116
